,original_25-75_percent,original_25-75_rna_acc,original_trials_1-1_percent,original_trials_1-25_percent,original_trials_1-50_percent,original_trials_1-75_percent,original_trials_1-75_rna_acc,original_trials_25-1_percent,original_trials_25-25_percent,original_trials_25-50_percent,original_trials_25-75_percent,with_ho_0-1_1-1_percent,with_ho_0-1_1-25_percent,with_ho_0-1_1-50_percent,with_ho_0-1_1-75_percent,with_ho_0-1_1-75_rna_acc,with_ho_0-1_25-1_percent,with_ho_0-1_25-25_percent,with_ho_0-1_25-50_percent,with_ho_0-1_25-75_percent,with_ho_1-1_1-1_percent,with_ho_1-1_1-25_percent,with_ho_1-1_1-50_percent,with_ho_1-1_1-75_percent,with_ho_1-1_1-75_rna_acc,with_ho_1-1_25-1_percent,with_ho_1-1_25-25_percent,with_ho_1-1_25-50_percent,with_ho_1-1_25-75_percent,with_ho_1_1-1_percent,with_ho_1_1-25_percent,with_ho_1_1-50_percent,with_ho_1_1-75_percent,with_ho_1_1-75_rna_acc,with_ho_1_25-1_percent,with_ho_1_25-25_percent,with_ho_1_25-50_percent,with_ho_1_25-75_percent
with_ho_0-1_1-75_percent,0.9104304727991934,0.5135628734065363,0.45742714451597755,0.34236434247389536,0.3253307753114092,0.8292196232290985,0.8123651084186868,0.9637796650769078,0.864780913824373,1.0,0.9728306646436815,0.9153418210228499,0.49250739601619087,0.32583870347230215,-1.0,0.45493176369383215,0.9991765277810756,0.9481577720353792,0.9761228663445433,0.7670743226662191,0.13614315428499452,0.34236434247389536,0.3202798397758311,0.5542686138343336,0.368139061301585,0.7474483750191396,0.43951048630725353,0.2924734894550347,0.6767105176422756,0.18614114583025132,0.0836752054889209,0.08130471313549711,0.10920604745815789,0.015206321676245095,0.8405003104980525,0.2721512162207179,0.42919771391817474,0.3268561057360404
with_ho_0-1_1-75_rna_acc,0.3899467481224238,0.16135814074011268,0.13614315428499443,0.0897491648585599,0.0834908949096044,0.33558722196719004,0.6101619054857599,0.4279937629232905,0.35887554106250674,0.45493176369383215,0.434639797677296,0.5215777830804709,0.15170225855665345,0.08367520548892084,0.45493176369383215,-1.0,0.4543091186460496,0.4166546535217558,0.47319619904863297,0.6519791731416029,0.025251929784422224,0.0897491648585599,0.08166581609368194,0.18070281034379232,0.09952043434807198,0.28496871929862777,0.12845105520005032,0.07187180135009318,0.2443533181359303,0.03851799415001973,0.013250417618032605,0.012760520014150628,0.018824396620194226,0.0015001942088791382,0.34288925987290964,0.06498804177861418,0.12410152507206874,0.08404481502578305
with_ho_0-1_25-1_percent,0.9112487983472335,0.5142283253964466,0.45805218840160156,0.34288925987290964,0.3258387034723018,0.8300242490361827,0.8115646107343284,0.9646023079432602,0.865592603502835,0.9991765277810756,0.9736536738650996,0.9145230333678915,0.49315829999828986,0.32634714695361455,0.9991765277810756,0.4543091186460496,-1.0,0.9489795329886042,0.9752997755913201,0.766286314406055,0.13641460737396063,0.34288925987290964,0.3207826139158413,0.554960189313598,0.3686885708079811,0.7482303729921076,0.44012151792745025,0.29294690471350837,0.6774655939320127,0.18648501556596286,0.08385984539717163,0.08148510229860988,0.1094345437093286,0.015249640199870278,0.841307357711038,0.2726020778859566,0.4298004268815764,0.32736557979915504
with_ho_0-1_25-25_percent,0.9621344958811753,0.5563446042572346,0.4977275019493954,0.3764352061101368,0.35833523042194704,0.8802264504982461,0.7623499138705723,0.984355027717704,0.9161606985137727,0.9481577720353792,0.9752997755913201,0.8639693667899739,0.5343983900764766,0.35887554106250696,0.9481577720353792,0.4166546535217558,0.9489795329886042,-1.0,0.9243542245172973,0.7179317444498572,0.15407395070235794,0.3764352061101368,0.35296029678501895,0.5986412462573468,0.4037490864988551,0.7971901058011277,0.47894543382911436,0.32330421621909644,0.7248864708926139,0.20873164918776788,0.09596699515786199,0.09331877628612505,0.12435415715358093,0.018156685825242803,0.8916369446399875,0.30155634230337836,0.46811781087925597,0.3599576978942861
with_ho_0-1_25-50_percent,0.8867438435352254,0.49446148917946864,0.4395104863072531,0.32736557979915504,0.3108250698691608,0.8059666862655899,0.8356615759200785,0.9399433390974344,0.841307357711038,0.9761228663445433,0.9489795329886042,0.9391222326176046,0.47383312200421257,0.3113180503252778,0.9761228663445433,0.47319619904863297,0.9752997755913201,0.9243542245172973,-1.0,0.79002823731731,0.12845105520005023,0.32736557979915504,0.30592360869756763,0.5343983900764763,0.3524256225469379,0.7248864708926135,0.42200356810661765,0.2789678168523022,0.6549572875149625,0.1763717581629587,0.07846231716933187,0.07621288374669552,0.10274228498418331,0.013996328119313596,0.8171721851997064,0.2592979481126193,0.4119338087944834,0.3123055574469953
with_ho_0-1_25-75_percent,0.6827601680826928,0.34236434247389536,0.2986680040946198,0.21287163203223414,0.20062735669191445,0.6087164486518399,0.9530891343833195,0.7326406297154029,0.6408609110309308,0.7670743226662191,0.7412018080422799,0.8493868667688061,0.32583870347230215,0.20099067868057452,0.7670743226662191,0.6519791731416029,0.766286314406055,0.7179317444498572,0.79002823731731,-1.0,0.07401633082740958,0.21287163203223414,0.1970204717131273,0.37476681323073735,0.23163076522454984,0.5364371401455206,0.284968719298628,0.17736429827929,0.4757467155705345,0.10560117776212079,0.04276964835840228,0.04141316958610276,0.057699254826662154,0.006456849336292532,0.6188664474932442,0.16321919164194698,0.27713880359621257,0.20171876232755093
with_ho_1-1_1-1_percent,0.1682610749731711,0.40258784043925,0.45493176369383237,0.5886423768006093,0.6123329430183979,0.2024487671680364,0.08404481502578305,0.1484867124699128,0.18682935445836812,0.13614315428499452,0.14532348203555437,0.11035231056680984,0.42140726384173244,0.6116088842977522,0.13614315428499452,0.025251929784422224,0.13641460737396063,0.15407395070235794,0.12845105520005023,0.07401633082740958,-1.0,0.5886423768006093,0.6195942680535587,0.36868857080798145,0.5549601893135985,0.24268467117693815,0.47319619904863286,0.6616780895012765,0.28311306014018445,0.8664044349856957,0.810764309991146,0.8003786868489227,0.9112487983472335,0.34869726797702827,0.19737900928335816,0.6949204687392758,0.48408771773396886,0.6101619054857602
with_ho_1-1_1-25_percent,0.40258784043924967,0.7670743226662191,0.8364676051017661,1.0,0.9728306646436815,0.4630697536945413,0.23527496104463064,0.3659461259938258,0.435854538837368,0.34236434247389536,0.3599576978942861,0.2910563278937006,0.7924135894159774,0.9736536738651,0.34236434247389536,0.0897491648585599,0.34288925987290964,0.3764352061101368,0.32736557979915504,0.21287163203223414,0.5886423768006093,-1.0,0.9646023079432602,0.7202474239246773,0.9604894878965266,0.5303326563441007,0.8599138006354458,0.9177987195533048,0.5943465815377289,0.7094632116896324,0.43524692370972096,0.42739252537062644,0.5142283253964468,0.13942822724972606,0.4543091186460495,0.8818550560275176,0.8737171607646073,0.9752997755913201
with_ho_1-1_1-50_percent,0.3781081742181094,0.7334175639386318,0.8019742293720364,0.9646023079432602,0.9917654225358667,0.43646264280651537,0.21822601801536523,0.34288925987290964,0.4101717036590967,0.3202798397758311,0.3371434549521365,0.27125102485883645,0.7584196511681445,0.9909419985579991,0.3202798397758311,0.08166581609368194,0.3207826139158413,0.35296029678501895,0.30592360869756763,0.1970204717131273,0.6195942680535587,0.9646023079432602,-1.0,0.6873108441744891,0.9251740332191578,0.5016618244932439,0.8251991971093258,0.9530891343833195,0.5639888498561084,0.7427618699048106,0.4618124975834321,0.45368695424806205,0.5432611162099167,0.15170225855665345,0.4279937629232904,0.916979664978179,0.8388867197339883,0.9892951804228316
with_ho_1-1_1-75_percent,0.6320238046209175,0.9506232168368126,0.8794123372340723,0.7202474239246773,0.6949204687392758,0.7071597759242334,0.4072448370040891,0.5850901366984484,0.6736934677197648,0.5542686138343336,0.5773104796636206,0.48537795123207106,0.9243542245172978,0.6956831400124054,0.5542686138343336,0.18070281034379232,0.554960189313598,0.5986412462573468,0.5343983900764763,0.37476681323073735,0.36868857080798145,0.7202474239246773,0.6873108441744891,-1.0,0.7576343435294237,0.7876448509855989,0.8558619262695832,0.6445582119309915,0.8615355899410159,0.46495921040108645,0.2549648797288223,0.24940753205651445,0.3123055574469956,0.06635000457496283,0.6964461192369187,0.6123329430183979,0.8421145717115024,0.6972094057241327
with_ho_1-1_1-75_rna_acc,0.43100732653392837,0.8051677865819412,0.8753436997993325,0.9604894878965266,0.9333763480618391,0.49380966450887254,0.25539590688040026,0.3927983279980435,0.46558998073722047,0.368139061301585,0.3865415160418222,0.31428675684404683,0.830829053131755,0.934196983258991,0.368139061301585,0.09952043434807198,0.3686885708079811,0.4037490864988551,0.3524256225469379,0.23163076522454984,0.5549601893135985,0.9604894878965266,0.9251740332191578,0.7576343435294237,-1.0,0.5632918328563338,0.8989842816919386,0.8785983514334638,0.6290896635410482,0.6729400223600128,0.4066609617456094,0.39911613544647984,0.4827993464609911,0.12664593486454465,0.48473260188025746,0.8429219516739175,0.9128857310143538,0.9358384625812712
with_ho_1-1_25-1_percent,0.8340500360318442,0.7404221754196285,0.6736934677197648,0.5303326563441007,0.5082554384939564,0.9153418210228499,0.5759012480291147,0.7820913798956741,0.8794123372340723,0.7474483750191396,0.7733869978935982,0.6684262647906509,0.7156186534412092,0.5089172909539947,0.7474483750191396,0.28496871929862777,0.7482303729921076,0.7971901058011277,0.7248864708926135,0.5364371401455206,0.24268467117693815,0.5303326563441007,0.5016618244932439,0.7876448509855989,0.5632918328563338,-1.0,0.6519791731416031,0.464959210401086,0.9243542245172978,0.3172740197520133,0.1592072209540465,0.15527031432290989,0.20062735669191445,0.03525459946222313,0.9038873608222734,0.4376803162481928,0.6393844754848035,0.5102423495061198
with_ho_1-1_25-25_percent,0.5089172909539947,0.9047049022578366,0.9761228663445437,0.8599138006354458,0.8332445269672502,0.5773104796636206,0.3123055574469956,0.466852946680405,0.5466892380849988,0.43951048630725353,0.4599301921171788,0.3792260263419841,0.9309148707426129,0.8340500360318442,0.43951048630725353,0.12845105520005032,0.44012151792745025,0.47894543382911436,0.42200356810661765,0.284968719298628,0.47319619904863286,0.8599138006354458,0.8251991971093258,0.8558619262695832,0.8989842816919386,0.6519791731416031,-1.0,0.7797146989852656,0.7217926387365203,0.5829635854540907,0.3387043196527322,0.3319740300734755,0.4072448370040891,0.09804474368859308,0.5674801521279031,0.7451039431235076,0.9860016879881405,0.8356615759200781
with_ho_1-1_25-50_percent,0.3471071013000341,0.6895904501189933,0.7568492859596412,0.9177987195533048,0.9448712883652434,0.40258784043924967,0.1970204717131273,0.31379068382647235,0.377550010039606,0.2924734894550347,0.30836789805489073,0.24645043267164768,0.714078040317703,0.9440498118395216,0.2924734894550347,0.07187180135009318,0.29294690471350837,0.32330421621909644,0.2789678168523022,0.17736429827929,0.6616780895012765,0.9177987195533048,0.9530891343833195,0.6445582119309915,0.8785983514334638,0.464959210401086,0.7797146989852656,-1.0,0.5249362216944394,0.7876448509855992,0.4983820797727544,0.4899083926985561,0.5829635854540907,0.16921930733775392,0.39451532650124466,0.9637796650769078,0.7932091399455165,0.9424070381542434
with_ho_1-1_25-75_percent,0.7607770669231416,0.8131658022398125,0.7443229889835934,0.5943465815377289,0.5709817707253759,0.8405003104980525,0.5128978699470756,0.7102316153781266,0.8051677865819412,0.6767105176422756,0.7017955384806259,0.6007938439109923,0.7876448509855989,0.5716833268696768,0.6767105176422756,0.2443533181359303,0.6774655939320127,0.7248864708926139,0.6549572875149625,0.4757467155705345,0.28311306014018445,0.5943465815377289,0.5639888498561084,0.8615355899410159,0.6290896635410482,0.9243542245172978,0.7217926387365203,0.5249362216944394,-1.0,0.3653991683904332,0.18925288592941958,0.18477035297617983,0.23609026386109888,0.04438131000520669,0.8292196232290985,0.4957665175206233,0.708695103415118,0.5730876675276749
with_ho_1_1-1_percent,0.2264379769085456,0.5036351420751228,0.5625952314988921,0.7094632116896324,0.7349722510863963,0.2685626992497395,0.11888823061015083,0.20171876232755093,0.24940753205651445,0.18614114583025132,0.1977380241673219,0.15318128516143528,0.5249362216944399,0.7341947713063357,0.18614114583025132,0.03851799415001973,0.18648501556596286,0.20873164918776788,0.1763717581629587,0.10560117776212079,0.8664044349856957,0.7094632116896324,0.7427618699048106,0.46495921040108645,0.6729400223600128,0.3172740197520133,0.5829635854540907,0.7876448509855992,0.3653991683904332,-1.0,0.6835178192402493,0.6736934677197648,0.7797146989852656,0.2690094782354665,0.26236127953617683,0.822789133123974,0.5950613802710323,0.7326406297154029
with_ho_1_1-25_percent,0.10582368102031996,0.28172670017629076,0.3238100829275672,0.43524692370972096,0.4555548890990003,0.13001416290783618,0.049168850684416454,0.09211645880129592,0.11888823061015083,0.0836752054889209,0.08994454989157771,0.06635000457496283,0.29675273965676063,0.45493176369383237,0.0836752054889209,0.013250417618032605,0.08385984539717163,0.09596699515786199,0.07846231716933187,0.04276964835840228,0.810764309991146,0.43524692370972096,0.4618124975834321,0.2549648797288223,0.4066609617456094,0.1592072209540465,0.3387043196527322,0.4983820797727544,0.18925288592941958,0.6835178192402493,-1.0,0.9892951804228316,0.8981674714168072,0.48537795123207106,0.1263896806005331,0.527630921184663,0.34763664334618694,0.45368695424806205
with_ho_1_1-50_percent,0.1029599911495266,0.2757724169789134,0.3172740197520133,0.42739252537062644,0.4474918094439001,0.12664593486454465,0.047642717233051336,0.08955412167177963,0.1157479954218048,0.08130471313549711,0.08743109669830551,0.06439017116829418,0.29058496859100513,0.44687495113544595,0.08130471313549711,0.012760520014150628,0.08148510229860988,0.09331877628612505,0.07621288374669552,0.04141316958610276,0.8003786868489227,0.42739252537062644,0.45368695424806205,0.24940753205651445,0.39911613544647984,0.15527031432290989,0.3319740300734755,0.4899083926985561,0.18477035297617983,0.6736934677197648,0.9892951804228316,-1.0,0.8875590657934442,0.49380966450887254,0.12309499941620548,0.5188990138548297,0.34079267535138147,0.4456426869785619
with_ho_1_1-75_percent,0.13641460737396063,0.34288925987290975,0.3905160549100595,0.5142283253964468,0.5364371401455206,0.1657257085165782,0.065893427907504,0.11962229931664468,0.15229255878130216,0.10920604745815789,0.1169479730261003,0.08762240537177256,0.3599576978942861,0.5357571221795966,0.10920604745815789,0.018824396620194226,0.1094345437093286,0.12435415715358093,0.10274228498418331,0.057699254826662154,0.9112487983472335,0.5142283253964468,0.5432611162099167,0.3123055574469956,0.4827993464609911,0.20062735669191445,0.4072448370040891,0.5829635854540907,0.23609026386109888,0.7797146989852656,0.8981674714168072,0.8875590657934442,-1.0,0.4089994597125999,0.1613581407401129,0.6145073895621213,0.4172469948874601,0.5343983900764766
with_ho_1_1-75_rna_acc,0.020616652895939124,0.07604205165562401,0.09211645880129592,0.13942822724972606,0.1487768663214153,0.026985667844482752,0.007703329824962668,0.01721812420346261,0.023999570449785238,0.015206321676245095,0.016694427990601838,0.011285540555954102,0.08166581609368198,0.1484867124699128,0.015206321676245095,0.0015001942088791382,0.015249640199870278,0.018156685825242803,0.013996328119313596,0.006456849336292532,0.34869726797702827,0.13942822724972606,0.15170225855665345,0.06635000457496283,0.12664593486454465,0.03525459946222313,0.09804474368859308,0.16921930733775392,0.04438131000520669,0.2690094782354665,0.48537795123207106,0.49380966450887254,0.4089994597125999,-1.0,0.026002526493299663,0.18374717102019344,0.10165924117750906,0.14790770152566746
with_ho_1_25-1_percent,0.9292742514323237,0.6512355085683629,0.5879311324607444,0.4543091186460495,0.4340331609925705,0.9884717880193988,0.660929973368145,0.8761571672803773,0.9752997755913201,0.8405003104980525,0.8672164074328415,0.7584196511681445,0.6276247824174241,0.4346397976772962,0.8405003104980525,0.34288925987290964,0.841307357711038,0.8916369446399875,0.8171721851997064,0.6188664474932442,0.19737900928335816,0.4543091186460495,0.4279937629232904,0.6964461192369187,0.48473260188025746,0.9038873608222734,0.5674801521279031,0.39451532650124466,0.8292196232290985,0.26236127953617683,0.1263896806005331,0.12309499941620548,0.1613581407401129,0.026002526493299663,-1.0,0.36978911985774365,0.5556521862814524,0.435854538837368
with_ho_1_25-25_percent,0.3243164650225253,0.6564484094814413,0.7225656725382965,0.8818550560275176,0.908794107577767,0.377550010039606,0.18171340726172525,0.2924734894550347,0.35349548383471197,0.2721512162207179,0.28729983777830803,0.22842528733085354,0.6804891343833874,0.9079760696249181,0.2721512162207179,0.06498804177861418,0.2726020778859566,0.30155634230337836,0.2592979481126193,0.16321919164194698,0.6949204687392758,0.8818550560275176,0.916979664978179,0.6123329430183979,0.8429219516739175,0.4376803162481928,0.7451039431235076,0.9637796650769078,0.4957665175206233,0.822789133123974,0.527630921184663,0.5188990138548297,0.6145073895621213,0.18374717102019344,0.36978911985774365,-1.0,0.7584196511681445,0.9063402873339892
